Industry,ERA species ID,CAAB code,Scientific_name,Common_name,IUCN system,Number,EPBC status,Seabird,Migratory listed,Marine listed,Cetacean listed,Bioregional_conservation_status,Type,Report_Table_Num,F Overall Risk,F Overall Risk table reference,Tentative final risk score,Tentative final risk score table reference,Risk Score,Potential_Impact,Potential_Impact_Significance,Consequence Score (1-6),Notes,EIA assessment,"Bookmark name in Tess' ""BASS STRAIT"" folder",,
Southern Squid Jig Su-Fishery,,40041042,Ardenna grisea,Sooty shearwater,Terrestrial/Marine,,Listed,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,40041043,Puffinus huttoni,Hutton's Shearwater,Terrestrial/Marine,,Listed,Seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,40041045,Ardenna pacifica,Wedge-tailed shearwater,Terrestrial/Marine,,Listed,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,40041047,Ardenna tenuirostris,Short-tailed shearwater,Terrestrial/Marine,,Listed,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,40001008,Eudyptula minor,Little Penguin,Marine,,Listed,Seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,40047001,Morus capensis,Cape gannet,Terrestrial/Marine,,Listed,Seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,40047002,Morus serrator,Australasian Gannet,Terrestrial/Marine,,Listed,Seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,40047005,Sula leucogaster,Brown boobies,Terrestrial/Marine,,Listed,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,,Thalassarche bulleri platei,Pacific Albatross,Terrestrial/Marine,,Vulnerable,Seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,,Pterodroma heraldica,Herald Petrel,Terrestrial/Marine,,Critically Endangered,Seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41110001,Eubalaena australis,Southern Right Whale,Marine,,Endangered,Not seabird,Listed,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41110002,Caperea marginata,Pygmy Right Whale,Marine,,Listed,Not seabird,Listed,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41112007,Balaenoptera bonaerensis,Antarctic Minke Whale,Marine,,Listed,Not seabird,Listed,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41112001,Balaenoptera acutorostrata,Minke Whale,Marine,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41112002,Balaenoptera borealis,Sei Whale,Marine,,Vulnerable,Not seabird,Listed,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41112003,Balaenoptera edeni,Bryde's Whale,Marine,,Listed,Not seabird,Listed,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41112004,Balaenoptera musculus,Blue Whale,Marine,,Endangered,Not seabird,Listed,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41112005,Balaenoptera physalus,Fin Whale,Marine,,Vulnerable,Not seabird,Listed,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41112006,Megaptera novaeangliae,Humpback Whale,Marine,,Listed,Not seabird,Listed,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41116001,Delphinus delphis,Common Dolphin,Marine,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41116002,Feresa attenuata,Pygmy Killer Whale,Marine,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41116003,Globicephala macrorhynchus,Short-finned Pilot Whale,Marine,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41116004,Globicephala melas,Long-finned Pilot Whale,Marine,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41116005,Grampus griseus,Risso's Dolphin,Marine,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41116006,Lagenodelphis hosei,Fraser's Dolphin,Marine,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41116007,Lagenorhynchus cruciger,Hourglass dolphin,Marine,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41116008,Lagenorhynchus obscurus,Dusky Dolphin,Marine,,Listed,Not seabird,Listed,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41116009,Lissodelphis peronii,Southern Right Whale Dolphin,Marine,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41116010,Orcaella heinsohni,Irrawaddy dolphin,Marine,,Listed,Not seabird,Listed,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41116011,Orcinus orca,Killer Whale,Marine,,Listed,Not seabird,Listed,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41116012,Peponocephala electra,Melon-headed Whale,Marine,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41116013,Pseudorca crassidens,False Killer Whale,Marine,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41116014,Sousa sahulensis,Indo-Pacific Humpback Dolphin,Marine,,Listed,Not seabird,Listed,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41116015,Stenella attenuata,Spotted Dolphin,Marine,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41116016,Stenella coeruleoalba,Striped Dolphin,Marine,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41116017,Stenella longirostris,Long-snouted Spinner Dolphin,Marine,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41116018,Steno bredanensis,Rough-toothed Dolphin,Marine,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41116019,Tursiops truncatus s. str.,Bottlenose Dolphin,Marine,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41116020,Tursiops aduncus,Indian Ocean bottlenose dolphin,Marine,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41206001,Dugong dugon,Dugong,Marine,,Listed,Not seabird,Listed,Listed,Not Listed for Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
Southern Squid Jig Su-Fishery,,41131001,Arctocephalus forsteri,New Zealand Fur-seal,Marine,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 7: List of protected (TEP) species known to occur within the area of SSJF,7,,,,,Negligible or minor,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20Effects%20of%20Fishing%20in%20the%20Southern%20Squid%20Jig%20Sub-fishery%202007.pdf,,,
